type,pos,number,fact_fragment,was_submitted
year,DT,238,The Cao Wei general Sima Yi destroys the outlying northeastern Chinese warlord Gongsun Yuan in his Liaodong campaign.,False
year,DT,238,"The silver content of the Roman denarius falls to 28 percent under emperor Gordianus III, down from 35 percent under Alexander Severus.",False
year,DT,239,A Chinese expeditionary force discovers the island of Taiwan.,False
year,NN,239,Origen publishes the Old Testament in five languages.,False
year,NNP,234,"Emperor Alexander Severus and his mother Julia Mamaea move to Moguntiacum (modern Mainz), the capital of Germania Superior.",False
year,NNP,234,"Zhuge Liang, Chancellor of Shu Han, embarks on his last Northern Expedition against Cao Wei.",False
year,NNP,234,Wei Yan is executed for treason after refusing to accept orders from Zhuge Liang.,False
year,NNP,235,"Emperor Alexander Severus and his mother Julia Mamaea are murdered by legionaries near Moguntiacum (modern Mainz), Legio XXII Primigenia mutinied.",False
year,NNP,235,"Maximinus Thrax, age 62, is proclaimed emperor.",False
year,NNP,235,Pope Pontian resigns.,False
year,NNP,235,Pope Anterus succeeds Pontian as the nineteenth pope.,False
year,NNP,235,Origen makes revisions to the Septuagint.,False
year,NNP,236,Emperor Maximinus Thrax and Marcus Pupienus Africanus Maximus become Roman consuls.,False
year,DT,236,The Roman Senate appoints a twenty-man committee to co-ordinate operations against Maximinus.,False
year,NNP,236,Maximinus campaigns against Dacians and Sarmatians from his supply depot at Sirmium.,False
year,NNP,236,Pope Fabian succeeds Pope Anterus as the twentieth pope.,False
year,NNP,237,"Emperor Maximinus Thrax campaigns on the rivers Danube and Rhine in Germania, defeating the Alemanni and never visits Rome.",False
year,NNP,237,Patriarch Eugenius I succeeds Patriarch Castinus as Patriarch of Constantinople.,False
year,NNP,237,Saint Babylas becomes Patriarch of Antioch.,False
year,NNP,230,Emperor Alexander Severus decides that Thessaly should be a separate province from Macedonia.,False
year,NNP,230,Alexander Severus assembled the Roman army and establish his headquarters at Antioch.,False
year,NNP,230,Pope Pontian succeeds Pope Urban I as the eighteenth pope.,False
year,NNP,230,Patriarch Castinus succeeds Patriarch Ciriacus I as Patriarch of Constantinople.,False
year,NNP,231,Emperor Alexander Severus accompanied his mother Julia Mamaea to Syria and campaigns against the Persians.,False
year,NNP,231,Zhuge Liang launches the fourth of his Northern Expeditions against the state of Cao Wei.,False
year,NN,231,"Origen, disciple of Ammonius Saccas, founder of Neoplatonism, is exiled in Caesarea.",False
year,NNP,232,Origen founds a school of Christian theology in Palestine.,False
year,NNP,232,"Pope Heraclas of Alexandria is the first Bishop of Alexandria to use the appellation of ""Pope"".",False
year,NNP,233,"Emperor Alexander Severus celebrates a triumph in Rome to observe his ""victory"" the previous year over the Persians.",False
year,NNP,201,Lucius Annius Fabianus and Marcus Nonius Arrius Mucianus become Roman Consuls.,False
year,DT,201,"A flood in Edessa destroys a Christian church, killing over 2,000 people.",False
year,NNP,201,Osroene becomes the first state which adopts Christianity as its official religion (per New International Encyclopedia).,False
year,NNP,203,Emperor Septimius Severus rebuilds Byzantium.,False
year,NNP,203,Gaius Fulvius Plautianus and Publius Septimius Geta become Roman Consuls.,False
year,DT,203,An arch dedicated to Severus is erected near the Forum.,False
year,DT,203,The Portico of Octavia is reconstructed.,False
year,NNP,203,"Reign in India of Vijaya, Satavahana king of the Andhra.",False
year,DT,203,The Andhra empire is being broken apart into smaller and smaller independent principalities.,False
year,NN,203,Origen of Alexandria replaces Clement as the head of the Christian school in Alexandria.,False
year,NNP,202,Emperor Septimius Severus returns to Rome after a five year absence.,False
year,NNP,202,"Rome is a city of about 1.5 million citizens, its people housed mostly in 46,600 insulae or apartment blocks, each three to eight stories high, flimsily made of wood, brick or rubble.",False
year,DT,202,"Some 400,000 slaves perform the menial work of Rome, with middle-class citizens often owning eight; the rich from 500 to 1,000; an emperor as many as 20,000.",False
year,NNP,202,"Severus launches a campaign in Africa, Legio III Augusta under Quintus Anicius Faustus fights a guerrilla war against the Garamantes along the Limes Tripolitanus.",False
year,DT,202,An edict bans conversions to Christianity and all Christian propaganda.,False
year,DT,202,A Roman law bans female gladiators.,False
year,DT,202,The Pantheon is restored.,False
year,NNP,202,"Rome establishes medical licenses, awarded only to trained physicians who have passed examinations.",False
year,NNP,205,Marcus Aurelius Antoninus Augustus and his brother Publius Septimius Geta Caesar become Roman Consuls.,False
year,NNP,205,"Gaius Fulvius Plautianus, praetorian prefect and father-in-law of Caracalla, is assassinated.",False
year,NNP,205,Aemilius Papinianus becomes praetorian prefect.,False
year,NNP,205,"Cao Cao defeats and kills Yuan Tan, the eldest son of his rival Yuan Shao, in the Battle of Nanpi.",False
year,NNP,204,Lucius Fabius Cilo and Marcus Annius Flavius Libo become Roman Consuls.,False
year,DT,204,The Daysan River floods Edessa.,False
year,NNP,204,"Gongsun Kang, a Chinese warlord of Liaodong, establishes the Daifang Commandery in northern Korea.",False
year,DT,204,"A trade recession in the Leptis Magna region (Africa) is alleviated by emperor Septimius Severus, he buys up the country's olive oil for free distribution in Rome.",False
year,NNP,207,"Cao Cao defeats the Wuhuan tribes at the Battle of White Wolf Mountain, sending the Wuhuan into decline.",False
year,NNP,207,Sun Quan battles Huang Zu at Xiakou.,False
year,NNP,209,"Publius Septimius Geta receives the titles of Imperator and Augustus from his father, emperor Septimius Severus.",False
year,NNP,209,"Severus makes plans to subdue the land to the north of Scotland, ravaging it severely.",False
year,NNP,208,Cao Cao writes Duǎn Ge Xíng.,False
year,NNP,208,Cao Cao marches south with his army and captures the enemy fleet at Jiangling.,False
year,NNP,208,Liu Bei escapes from Cao Cao at the Battle of Changban.,False
year,NNP,208,"Zhou Yu and Liu Bei defeat Cao Cao at the Battle of Red Cliffs; along with the Battle of Yamen and Battle of Lake Poyang, this is one of the largest naval battles in China's history.",False
year,NNP,208,Marcus Aurelius Antoninus Augustus and his brother Publius Septimius Geta Caesar become Roman Consuls.,False
year,NNP,208,"Emperor Septimius Severus leads an expedition (20,000 men) in Britannia, crosses Hadrian's Wall and moves through eastern Scotland.",False
year,NNP,208,"Britain is divided in the north, Lower Britain (Britannia Inferior) administered from the fortress at Eburacum (modern York), and in the south, Upper Britain (Britannia Superior) controlled by the legions at Deva Victrix and Isca Augusta, with its capital at Londinium (London).",False
year,NNP,208,"Ardashir I, ruler of Istakhr (Persia), revolts against his brother and founds the Sassanid dynasty.",False
year,DT,1469,The Battle of Nibley Green in England is the last fought between the private armies of feudal magnates.,False
year,NNP,1469,Infante Ferdinand of Aragon marries Infanta Isabella of Castile.,False
year,NN,1469,Sigismund of Austria sells Upper-Elsass (Alsace) to Charles the Bold in exchange for aid in a war against the Swiss.,False
year,NNP,1469,Uzun Hassan wins in Persia and defeats Abu Sa'id.,False
year,NNP,1469,Lorenzo de' Medici takes power in Florence.,False
year,NNP,1469,"Moctezuma I, Aztec ruler of Tenochtitlan, dies and is succeeded by Axayacatl.",False
year,NNP,1469,James III of Scotland acquires the Orkney and Shetland Islands from Denmark.,False
year,NNP,1469,Marsilio Ficino completes his translation of the collected works of Plato.,False
year,NNP,1469,"Marsilio Ficino writes ""Commentary on Plato's Symposium on Love"".",False
year,NNP,1469,"Marsilio Ficino starts to work on ""Platonic Theology"".",False
year,NNP,1468,Baeda Maryam succeeds his father Zara Yaqob as Emperor of Ethiopia.,False
year,DT,1468,"The Treaty of Péronne is signed by Charles the Bold, Duke of Burgundy, and Louis XI of France.",False
year,NNP,1468,"December 3 - Lorenzo de' Medici and his brother Giuliano de' Medici succeed their father, Piero di Cosimo de' Medici.",False
year,DT,1468,The Lancastrians surrender Harlech Castle to King Edward IV of England after a seven-year siege.,False
year,DT,1468,The Great Council of the Republic of Venice attempts to curb the power of the Council of Ten through legislation restricting them to acting on emergency matters.,False
year,NNP,1468,Metz Cathedral is completed.,False
year,NNP,1465,Amadeus IX becomes Duke of Savoy.,False
year,NNP,1465,Charles VIII of Sweden is deposed.,False
year,NNP,1464,"Edward IV of England secretly marries Elizabeth Woodville, and keeps the marriage a secret for 5 months afterwards.",False
year,NNP,1464,"Emperor Go-Hanazono of Japan abdicates, and is succeeded by his son, Emperor Go-Tsuchimikado.",False
year,NN,1464,Pope Paul II succeeds Pope Pius II as the 211th pope.,False
year,NNP,1464,Jehan Lagadeuc writes a Breton-French-Latin dictionary called the Catholicon.,False
year,NNP,1464,Pope Pius II himself shoulders the cross of the Crusader.,False
year,NNP,1467,Battle of Molinella.,False
year,DT,1467,"The Ōnin War (1467–1477), which initiates the Sengoku Period in Japan, begins.",False
year,DT,1467,The polyalphabetic cipher is invented by Leone Battista Alberti (approximate date).,False
year,NN,1467,Regent of Sweden Erik Axelsson Tott supports the re-election of deposed Charles VIII of Sweden to the throne.,False
year,NN,1467,"Pope Paul II arrests and tortures some of the abbreviators, among them Filip Callimachus.",False
year,DT,1466,"A conspiracy against Piero di Cosimo de' Medici, led by Luca Pitti and Borso d'Este, is discovered and put down in Florence.",False
year,DT,1466,The Thirteen Years' War ends with the Second Peace of Thorn.,False
year,DT,1466,The Chimú Empire is conquered by troops of the Inca.,False
year,NNP,1466,Erik Axelsson Tott replaces Jöns Bengtsson Oxenstierna as Regent of Sweden.,False
year,DT,1466,The first printed German language Bible is produced.,False
year,NNP,1466,Louis XI of France introduces silk weaving to Lyon.,False
year,NN,1466,"Collapse of the Kingdom of Georgia into anarchy and it's subsequent fragmentation into rival states of Kartli, Kakheti, Imereti, Samtskhe-Saatabago and a number of principalities, which is finalised in 1490 when Constantine II of Georgia has to recognize his rival monarchies.",False
year,DT,1461,The Duke of York seizes London and proclaims himself King Edward IV of England.,False
year,NNP,1461,"Edward, Richard of York's son, is crowned as Edward IV, King of England (reigns until 1483).",False
year,NNP,1461,"Byzantine general Graitzas Palaiologos honourably surrenders Salmeniko Castle, last garrison of the Despotate of the Morea, to invading forces of the Ottoman Empire after a year-long siege.",False
year,DT,1461,"The Ming Dynasty Chinese military general Cao Qin stages a coup against the Tianshun Emperor; after setting fire to the eastern and western gates of the Imperial City (Beijing) (which are doused by pouring rains during the day-long uprising), Cao Qin finds himself hemmed in on all sides by imperial forces, loses three of his own brothers in the fight, and instead of facing execution he flees to his home in the city and commits suicide by jumping down a well located within his walled compound.",False
